activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,24,mae,0,1,1,0,1,0,0,1,9,adaptive,95,sqrt,6,2,nnRegressor,7,5,sgd,uniform,0.38069943038682663
identity,kd_tree,19,mae,1,0,1,0,0,0,0,0,34,adaptive,2,log2,13,25,randomForestRegressor,3,3,adam,uniform,0.26835430211208466
relu,ball_tree,29,mse,0,0,1,0,1,0,0,1,7,constant,23,auto,6,30,nnRegressor,6,7,adam,uniform,0.36989315341251505
identity,auto,11,mse,1,0,0,1,0,1,0,0,5,adaptive,96,auto,6,14,nnRegressor,7,9,adam,uniform,0.045054620360753805
relu,auto,23,mse,0,0,1,0,0,1,1,0,12,constant,56,log2,15,18,randomForestRegressor,1,1,adam,distance,0.3195236729218478
tanh,auto,13,mse,1,1,1,1,1,1,1,0,38,invscaling,40,auto,13,22,kneighborsRegressor,4,7,adam,distance,0.673543638126129
tanh,kd_tree,15,mae,1,0,1,0,1,0,1,0,13,constant,57,auto,3,20,randomForestRegressor,8,7,sgd,distance,0.41655362675702756
logistic,kd_tree,10,mae,1,0,0,1,0,1,1,0,4,constant,35,sqrt,2,22,randomForestRegressor,9,3,adam,distance,0.1765482700101858
logistic,brute,28,mse,1,1,0,1,1,0,1,0,12,invscaling,70,log2,2,40,randomForestRegressor,8,5,lbfgs,distance,0.17765003030231719
relu,kd_tree,27,poisson,1,1,1,0,0,0,0,0,14,constant,74,sqrt,5,7,nnRegressor,5,8,adam,distance,0.2826628232623849
tanh,kd_tree,22,mae,1,0,1,0,0,0,1,0,15,adaptive,81,log2,19,33,kneighborsRegressor,2,3,sgd,uniform,0.0880457440952015
tanh,brute,21,mae,0,0,0,0,1,1,0,0,8,invscaling,100,auto,8,35,randomForestRegressor,8,2,adam,distance,0.05095556233830156
relu,ball_tree,12,poisson,0,1,0,0,0,0,0,0,5,constant,74,log2,18,8,kneighborsRegressor,1,4,adam,uniform,-0.24094676161943873
tanh,auto,18,mse,1,0,1,0,1,0,0,0,2,constant,40,log2,5,26,kneighborsRegressor,6,7,sgd,distance,0.2824113250272522
relu,ball_tree,23,mse,1,0,0,1,1,1,0,0,6,invscaling,74,log2,3,11,nnRegressor,1,8,sgd,distance,-0.0003985196926021839
logistic,ball_tree,13,poisson,0,1,1,0,0,0,1,0,26,invscaling,51,log2,4,27,kneighborsRegressor,6,7,adam,distance,0.1914104137836642
identity,brute,10,poisson,0,0,0,1,0,0,1,0,3,adaptive,72,log2,11,14,kneighborsRegressor,9,10,adam,uniform,-0.01878924893318845
logistic,ball_tree,16,poisson,1,1,1,1,1,0,1,1,20,invscaling,49,log2,17,25,kneighborsRegressor,10,1,lbfgs,distance,0.08785550341169401
tanh,ball_tree,22,mse,0,1,1,0,0,0,1,1,17,invscaling,50,log2,3,32,randomForestRegressor,5,1,lbfgs,distance,0.3005801705061991
logistic,brute,29,mae,0,0,0,0,0,1,0,0,23,adaptive,58,auto,3,25,nnRegressor,9,4,adam,distance,0.023735035613636657
logistic,auto,14,mae,0,1,1,1,0,1,0,0,26,adaptive,44,auto,12,29,kneighborsRegressor,10,8,sgd,uniform,0.3073316502014263
logistic,brute,15,mae,1,0,0,0,1,1,1,0,12,constant,83,auto,3,17,randomForestRegressor,8,1,adam,uniform,0.22639891609543872
tanh,auto,24,poisson,0,0,1,0,1,0,1,1,28,adaptive,67,auto,9,3,randomForestRegressor,6,9,lbfgs,uniform,0.3443208413080726
identity,ball_tree,14,mse,0,1,1,1,0,0,1,1,36,adaptive,48,sqrt,16,5,nnRegressor,10,8,sgd,uniform,0.3101907906872413
relu,auto,11,mse,1,0,0,1,0,1,0,1,37,adaptive,9,auto,8,20,kneighborsRegressor,4,5,adam,distance,0.013949022843977033
identity,auto,20,mse,0,1,1,1,1,0,1,1,12,constant,62,sqrt,7,13,kneighborsRegressor,7,3,lbfgs,distance,0.37145984677142607
tanh,brute,28,poisson,0,0,0,0,0,1,0,1,29,adaptive,90,auto,20,26,nnRegressor,5,3,lbfgs,uniform,0.0524982145126095
tanh,auto,24,mse,0,0,0,0,1,0,0,0,16,adaptive,73,log2,12,7,nnRegressor,2,4,lbfgs,distance,0.06826674257498844
tanh,brute,32,poisson,0,1,0,0,0,1,1,1,40,adaptive,53,auto,11,7,kneighborsRegressor,2,1,sgd,distance,-0.7711153119002851
tanh,brute,22,mse,0,0,1,0,1,0,1,1,25,adaptive,67,log2,12,39,randomForestRegressor,3,9,sgd,uniform,0.4368755003250817
relu,kd_tree,18,poisson,0,0,0,0,1,1,1,0,32,adaptive,74,auto,9,6,nnRegressor,9,2,lbfgs,uniform,0.2008695223117789
identity,ball_tree,17,poisson,0,1,0,0,1,0,1,0,7,constant,84,sqrt,10,36,randomForestRegressor,5,9,lbfgs,distance,0.0891429419113886
identity,auto,17,mae,0,0,0,0,1,0,0,0,5,adaptive,75,log2,20,18,randomForestRegressor,2,4,sgd,uniform,0.006485491739283367
tanh,auto,21,mae,1,0,1,1,1,0,0,1,37,constant,19,auto,3,21,nnRegressor,9,5,sgd,uniform,0.4195949473061662
identity,ball_tree,23,mae,1,0,1,1,0,0,0,1,26,invscaling,25,log2,4,4,randomForestRegressor,6,5,adam,distance,0.33126777568706467
identity,ball_tree,19,mse,0,0,1,0,1,1,1,0,28,adaptive,72,auto,3,15,kneighborsRegressor,6,3,lbfgs,distance,0.3943702311938587
tanh,auto,21,poisson,1,0,0,1,1,0,0,1,15,adaptive,73,sqrt,13,21,kneighborsRegressor,7,1,adam,distance,-0.7980071694745183
identity,auto,32,mse,0,0,1,0,1,1,0,0,38,invscaling,7,sqrt,16,2,randomForestRegressor,4,4,lbfgs,distance,0.3784718294984788
logistic,brute,9,poisson,1,1,1,0,1,0,0,0,17,invscaling,96,sqrt,7,13,nnRegressor,1,8,lbfgs,distance,0.4063891145764935
tanh,ball_tree,22,poisson,0,1,1,0,0,0,0,0,19,constant,35,log2,14,30,nnRegressor,1,8,sgd,uniform,0.27246567805414235
tanh,brute,16,poisson,0,1,0,1,0,1,1,0,37,adaptive,49,auto,12,8,nnRegressor,6,2,sgd,distance,0.17606629370985727
tanh,auto,27,mse,0,1,0,0,1,1,0,0,30,constant,62,auto,12,24,randomForestRegressor,4,3,sgd,uniform,0.07069006890282403
identity,ball_tree,23,poisson,0,1,0,1,0,0,1,1,35,constant,21,auto,20,22,kneighborsRegressor,4,9,lbfgs,distance,0.010342325320049639
relu,brute,29,poisson,1,1,0,1,1,0,0,0,8,adaptive,25,log2,4,7,nnRegressor,8,3,sgd,distance,0.1191824661723827
relu,ball_tree,10,poisson,1,1,1,0,1,0,1,1,25,adaptive,84,auto,19,24,kneighborsRegressor,1,10,adam,uniform,0.44237259105895776
relu,kd_tree,16,mse,1,0,1,1,0,0,0,1,9,constant,16,auto,12,10,randomForestRegressor,6,2,lbfgs,uniform,0.3257565991794783
relu,brute,9,poisson,0,0,0,0,0,1,0,0,40,adaptive,85,auto,16,39,kneighborsRegressor,10,8,lbfgs,uniform,-0.1423200635104791
tanh,auto,8,mae,1,0,1,1,0,1,0,0,32,invscaling,5,log2,8,10,kneighborsRegressor,2,2,adam,distance,0.11401224871456794
relu,ball_tree,32,poisson,1,0,1,0,1,1,1,0,6,invscaling,14,log2,5,13,randomForestRegressor,7,4,sgd,distance,0.1423373180847599
identity,brute,32,mse,1,0,1,1,0,1,1,1,32,invscaling,4,log2,2,24,randomForestRegressor,7,1,sgd,uniform,0.35997377331448854
tanh,brute,18,poisson,0,1,1,0,0,0,0,0,20,constant,54,log2,9,6,kneighborsRegressor,9,5,sgd,uniform,0.09099581935239887
logistic,brute,32,poisson,0,0,1,1,1,0,0,0,14,constant,68,sqrt,14,34,nnRegressor,3,8,lbfgs,uniform,0.3569227110062665
relu,kd_tree,23,mse,0,1,0,1,0,0,0,1,24,adaptive,45,log2,4,5,kneighborsRegressor,10,4,sgd,distance,-0.2349412485216824
tanh,ball_tree,22,mae,1,0,0,1,0,0,1,0,15,constant,49,log2,20,37,nnRegressor,10,8,sgd,uniform,0.09035129378766393
logistic,ball_tree,8,mse,1,1,0,1,1,0,1,0,2,invscaling,12,log2,10,11,nnRegressor,1,9,sgd,uniform,0.0006553370629233113
tanh,auto,8,poisson,0,1,0,0,0,0,0,1,25,adaptive,53,log2,3,4,randomForestRegressor,8,9,adam,uniform,-0.020513078681773544
tanh,ball_tree,9,mae,0,0,0,1,1,1,1,0,23,constant,75,auto,17,38,randomForestRegressor,1,4,lbfgs,uniform,0.30807534619990473
tanh,ball_tree,27,mse,0,0,0,0,1,0,1,0,5,adaptive,39,sqrt,5,29,randomForestRegressor,6,2,lbfgs,uniform,0.08625186776281413
relu,brute,9,mae,1,0,0,0,0,1,1,1,39,constant,71,log2,17,14,randomForestRegressor,7,9,sgd,uniform,0.11403482877319615
identity,ball_tree,15,poisson,0,1,0,1,0,0,0,0,9,invscaling,10,auto,11,20,randomForestRegressor,10,1,sgd,distance,0.0012961876096807545
identity,auto,17,mse,0,0,1,1,1,1,0,0,35,invscaling,28,auto,12,16,randomForestRegressor,8,4,lbfgs,distance,0.4420778554570678
tanh,ball_tree,24,mae,0,0,1,0,0,1,1,0,8,adaptive,65,sqrt,9,10,nnRegressor,9,3,lbfgs,uniform,0.3333206048859544
identity,auto,17,mae,0,1,1,0,0,1,0,0,2,adaptive,76,auto,14,30,kneighborsRegressor,7,4,lbfgs,uniform,0.13057779107342382
logistic,brute,21,mae,0,0,1,0,0,0,1,1,14,adaptive,96,auto,2,32,kneighborsRegressor,2,3,adam,uniform,0.10369140781097519
logistic,ball_tree,17,mae,0,0,0,1,0,0,0,1,10,invscaling,55,log2,18,18,kneighborsRegressor,9,6,sgd,uniform,-0.17223767186955752
logistic,auto,22,mse,0,1,1,0,1,0,0,0,28,constant,96,sqrt,4,4,kneighborsRegressor,10,4,adam,uniform,0.2167319761330897
relu,ball_tree,9,poisson,1,0,0,0,1,0,1,1,25,invscaling,83,auto,11,33,nnRegressor,7,6,lbfgs,distance,0.13397799162682555
logistic,ball_tree,19,mse,1,0,0,1,0,0,0,1,39,invscaling,79,auto,19,32,kneighborsRegressor,9,4,adam,uniform,-0.1689148382690686
tanh,kd_tree,17,mae,0,1,0,0,1,1,1,0,13,adaptive,88,auto,13,35,nnRegressor,9,1,adam,distance,0.228854283367105
identity,auto,16,poisson,1,0,0,1,1,0,1,0,4,adaptive,54,auto,13,36,randomForestRegressor,6,4,sgd,distance,0.12493027412865021
logistic,auto,29,mae,0,0,1,0,0,0,1,0,32,constant,94,sqrt,19,30,nnRegressor,9,1,adam,distance,0.289434786249524
relu,kd_tree,27,mae,1,0,0,0,0,0,0,1,20,constant,22,log2,20,35,kneighborsRegressor,4,4,sgd,distance,-0.20316764267065768
identity,auto,15,poisson,0,0,0,1,0,0,1,1,30,adaptive,69,auto,7,18,randomForestRegressor,2,1,adam,distance,0.03150878417034264
tanh,kd_tree,20,mse,1,0,1,1,1,0,1,0,38,constant,3,auto,7,5,kneighborsRegressor,3,7,sgd,uniform,0.43307837204193034
relu,brute,32,mae,0,0,0,1,0,0,0,1,16,invscaling,60,auto,20,24,nnRegressor,5,9,adam,distance,0.04110339870052149
logistic,kd_tree,9,mae,1,0,1,1,0,1,1,1,26,constant,15,sqrt,19,8,nnRegressor,5,1,lbfgs,uniform,0.544365174740459
tanh,ball_tree,8,mae,1,1,0,1,0,0,0,1,38,constant,22,log2,17,6,randomForestRegressor,10,6,lbfgs,distance,0.0801536121637253
tanh,kd_tree,21,mae,1,1,0,1,1,1,1,0,26,constant,42,sqrt,11,37,kneighborsRegressor,3,4,sgd,distance,0.22324622876181233
relu,ball_tree,24,poisson,1,1,1,0,0,1,1,1,9,constant,82,log2,20,23,kneighborsRegressor,3,1,adam,uniform,-0.10817267433864308
tanh,kd_tree,17,mae,1,0,1,1,0,0,0,1,26,constant,26,sqrt,8,4,randomForestRegressor,7,9,sgd,uniform,0.3313563496469365
tanh,kd_tree,24,mae,0,0,0,1,1,1,0,0,9,invscaling,12,auto,9,19,randomForestRegressor,3,4,sgd,uniform,0.12345330176064873
logistic,brute,27,mse,1,1,0,0,0,1,1,1,15,constant,70,sqrt,17,18,kneighborsRegressor,6,1,sgd,distance,-0.6893511230153042
relu,brute,29,poisson,1,0,0,0,0,1,1,0,21,adaptive,55,auto,20,14,nnRegressor,8,4,sgd,uniform,0.09020231644825294
tanh,brute,28,mse,1,0,0,0,0,0,0,1,25,adaptive,96,sqrt,7,15,nnRegressor,10,8,lbfgs,distance,0.03849679968634634
identity,brute,24,poisson,0,0,0,0,1,0,0,0,27,adaptive,1,log2,18,6,randomForestRegressor,8,8,lbfgs,distance,0.04118199223299901
relu,brute,13,poisson,1,1,1,1,0,1,1,1,4,constant,22,auto,7,26,nnRegressor,3,2,adam,uniform,0.6034807751505975
relu,brute,28,mae,0,0,0,1,0,1,0,1,6,invscaling,83,log2,16,14,nnRegressor,1,10,lbfgs,distance,0.11197433009823565
identity,ball_tree,20,poisson,1,1,0,1,0,0,0,0,39,invscaling,54,auto,6,4,nnRegressor,6,7,lbfgs,uniform,0.04002746368344812
identity,auto,13,poisson,0,1,0,0,1,1,0,1,39,invscaling,52,log2,6,28,kneighborsRegressor,4,3,adam,distance,-0.11799667385792545
identity,brute,18,mse,0,1,0,0,0,0,1,1,40,invscaling,38,sqrt,4,8,randomForestRegressor,4,7,sgd,distance,0.017854415442472238
logistic,auto,15,poisson,0,1,0,0,1,1,1,0,4,invscaling,11,sqrt,10,39,randomForestRegressor,1,2,lbfgs,uniform,0.048392742758574525
relu,brute,28,mae,1,1,0,1,0,1,1,0,21,constant,21,sqrt,20,32,nnRegressor,5,1,sgd,uniform,0.2047782815368464
identity,ball_tree,21,mae,1,1,1,0,0,0,1,0,19,invscaling,56,sqrt,18,10,kneighborsRegressor,7,1,sgd,distance,-0.35085888659498377
logistic,ball_tree,31,mae,1,0,0,1,0,1,1,0,34,adaptive,32,log2,12,24,kneighborsRegressor,10,6,adam,uniform,0.06771576649822364
logistic,brute,30,mae,1,0,1,0,0,1,0,0,35,adaptive,16,auto,16,23,kneighborsRegressor,8,2,lbfgs,uniform,-0.0663795789842272
tanh,brute,8,mse,1,0,0,1,0,0,0,0,22,constant,67,log2,9,3,kneighborsRegressor,2,6,sgd,uniform,-0.07754396157902987
relu,kd_tree,25,mae,0,0,1,0,0,1,1,0,34,invscaling,42,sqrt,6,17,randomForestRegressor,4,2,sgd,distance,0.30752332674531657
identity,kd_tree,21,mse,0,1,1,0,1,0,0,0,17,invscaling,7,sqrt,18,20,kneighborsRegressor,8,9,adam,distance,0.30619156003383863
identity,brute,21,mse,1,1,1,1,1,0,0,0,12,invscaling,30,sqrt,2,23,kneighborsRegressor,9,5,lbfgs,uniform,0.34712623944131216
tanh,kd_tree,28,mae,1,1,0,0,1,1,0,0,22,invscaling,91,log2,17,26,randomForestRegressor,1,10,adam,uniform,0.11361248451707429
