activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,auto,11,entropy,0,0,1,0,1,1,0,0,1,1,1,1,0,1,2,invscaling,32,auto,9,24,nnClassifier,4,3,lbfgs,uniform,0.748995983935743
relu,auto,15,gini,0,0,0,1,1,0,0,0,1,0,1,0,0,0,27,adaptive,39,sqrt,18,32,randomForestClassifier,6,4,lbfgs,distance,0.9066265060240963
tanh,brute,20,entropy,1,0,1,1,0,0,0,0,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9688755020080321
relu,kd_tree,13,gini,1,1,0,0,0,0,0,0,1,0,1,1,0,1,25,constant,26,sqrt,10,25,nnClassifier,4,10,sgd,distance,0.7429718875502008
identity,ball_tree,23,entropy,1,0,1,1,0,1,0,0,0,0,0,0,0,0,17,constant,9,auto,8,36,nnClassifier,6,4,lbfgs,distance,0.7841365461847389
identity,kd_tree,15,gini,1,0,0,0,1,1,0,0,0,0,0,1,1,0,10,invscaling,4,auto,4,21,kneighborsClassifier,6,3,adam,uniform,0.9427710843373494
relu,kd_tree,18,entropy,1,1,1,0,1,1,0,0,0,1,0,0,0,0,29,adaptive,46,log2,2,19,randomForestClassifier,3,4,lbfgs,uniform,0.9487951807228916
tanh,ball_tree,30,entropy,0,1,1,1,1,1,1,1,0,1,1,1,1,0,16,constant,19,log2,7,11,nnClassifier,5,2,adam,uniform,0.7419678714859438
identity,ball_tree,15,gini,0,1,0,1,1,1,1,1,0,0,1,1,0,1,7,adaptive,46,sqrt,17,6,randomForestClassifier,3,4,sgd,distance,0.9608433734939759
identity,ball_tree,19,entropy,0,0,1,0,1,0,0,0,0,0,0,0,1,0,39,constant,68,sqrt,2,38,kneighborsClassifier,7,10,lbfgs,distance,0.8775100401606426
relu,kd_tree,27,entropy,0,1,1,1,0,1,0,1,1,1,0,1,1,1,40,invscaling,75,sqrt,14,17,kneighborsClassifier,1,10,sgd,uniform,0.9628514056224899
identity,ball_tree,12,gini,1,1,0,1,1,1,0,1,0,1,1,0,0,0,26,invscaling,10,auto,3,21,kneighborsClassifier,7,3,lbfgs,uniform,0.8714859437751004
relu,auto,18,gini,0,1,1,1,1,0,1,1,0,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,9,6,lbfgs,distance,0.964859437751004
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9829317269076305
relu,ball_tree,27,entropy,0,0,0,1,0,0,0,0,1,1,0,1,0,1,29,constant,73,auto,10,17,nnClassifier,6,2,sgd,distance,0.7419678714859438
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,0,1,0,1,0,27,constant,53,auto,9,3,kneighborsClassifier,1,5,lbfgs,distance,0.9859437751004017
relu,brute,32,gini,0,0,1,0,0,1,1,1,0,0,0,0,0,1,37,adaptive,46,sqrt,2,16,nnClassifier,4,10,sgd,uniform,0.7580321285140562
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,0,0,0,0,1,35,adaptive,97,log2,20,38,randomForestClassifier,8,9,sgd,uniform,0.9678714859437751
relu,ball_tree,20,gini,1,1,0,0,0,0,1,0,0,1,1,1,0,0,26,adaptive,98,auto,10,25,nnClassifier,6,4,lbfgs,uniform,0.7670682730923695
logistic,ball_tree,21,entropy,1,0,0,1,1,0,0,0,0,1,1,0,0,1,31,constant,2,sqrt,13,22,randomForestClassifier,9,1,sgd,uniform,0.8835341365461847
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,0,1,0,1,0,27,constant,53,auto,9,3,kneighborsClassifier,1,5,lbfgs,distance,0.9859437751004017
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9829317269076305
tanh,brute,20,entropy,1,0,1,1,0,0,0,0,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9688755020080321
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,0,0,0,0,1,35,adaptive,97,log2,20,38,randomForestClassifier,8,9,sgd,uniform,0.9678714859437751
relu,auto,18,gini,0,1,1,1,1,0,1,1,0,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,9,6,lbfgs,distance,0.964859437751004
relu,kd_tree,27,entropy,0,1,1,1,0,1,0,1,1,1,0,1,1,1,40,invscaling,75,sqrt,14,17,kneighborsClassifier,1,10,sgd,uniform,0.9628514056224899
identity,ball_tree,15,gini,0,1,0,1,1,1,1,1,0,0,1,1,0,1,7,adaptive,46,sqrt,17,6,randomForestClassifier,3,4,sgd,distance,0.9608433734939759
relu,kd_tree,18,entropy,1,1,1,0,1,1,0,0,0,1,0,0,0,0,29,adaptive,46,log2,2,19,randomForestClassifier,3,4,lbfgs,uniform,0.9487951807228916
identity,kd_tree,15,gini,1,0,0,0,1,1,0,0,0,0,0,1,1,0,10,invscaling,4,auto,4,21,kneighborsClassifier,6,3,adam,uniform,0.9427710843373494
relu,auto,15,gini,0,0,0,1,1,0,0,0,1,0,1,0,0,0,27,adaptive,39,sqrt,18,32,randomForestClassifier,6,4,lbfgs,distance,0.9066265060240963
tanh,brute,15,entropy,1,0,0,1,1,1,0,1,0,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9678714859437751
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9839357429718876
logistic,brute,20,gini,1,0,1,1,0,0,0,0,0,0,0,0,0,1,35,adaptive,97,log2,20,38,randomForestClassifier,8,9,sgd,uniform,0.929718875502008
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,6,lbfgs,distance,0.9718875502008032
relu,auto,24,entropy,0,1,1,1,1,0,1,1,0,1,0,1,1,1,40,invscaling,75,sqrt,14,17,kneighborsClassifier,1,10,sgd,uniform,0.9598393574297188
relu,kd_tree,23,entropy,0,1,1,1,0,1,0,1,1,0,1,1,0,1,7,adaptive,46,sqrt,17,39,randomForestClassifier,3,4,sgd,distance,0.9779116465863453
identity,ball_tree,15,gini,0,1,0,1,1,1,1,1,0,1,0,0,0,0,33,adaptive,46,log2,2,19,randomForestClassifier,3,4,lbfgs,uniform,0.9678714859437751
relu,auto,18,entropy,1,1,1,0,1,1,0,0,0,0,0,1,1,0,10,invscaling,4,auto,4,21,kneighborsClassifier,6,3,adam,uniform,0.8514056224899599
identity,kd_tree,15,gini,1,0,0,0,1,1,0,0,0,0,1,0,0,0,27,adaptive,39,sqrt,18,32,randomForestClassifier,6,4,lbfgs,distance,0.9246987951807228
relu,auto,15,gini,0,0,0,1,1,0,0,0,1,0,1,0,1,0,27,constant,53,auto,9,3,kneighborsClassifier,1,5,lbfgs,distance,0.9377510040160643
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,0,1,0,1,0,27,constant,53,auto,9,3,kneighborsClassifier,1,5,lbfgs,distance,0.9859437751004017
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9839357429718876
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9829317269076305
relu,kd_tree,23,entropy,0,1,1,1,0,1,0,1,1,0,1,1,0,1,7,adaptive,46,sqrt,17,39,randomForestClassifier,3,4,sgd,distance,0.9779116465863453
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,6,lbfgs,distance,0.9718875502008032
tanh,brute,20,entropy,1,0,1,1,0,0,0,0,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9688755020080321
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,0,0,0,0,1,35,adaptive,97,log2,20,38,randomForestClassifier,8,9,sgd,uniform,0.9678714859437751
tanh,brute,15,entropy,1,0,0,1,1,1,0,1,0,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9678714859437751
identity,ball_tree,15,gini,0,1,0,1,1,1,1,1,0,1,0,0,0,0,33,adaptive,46,log2,2,19,randomForestClassifier,3,4,lbfgs,uniform,0.9678714859437751
relu,auto,18,gini,0,1,1,1,1,0,1,1,0,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,9,6,lbfgs,distance,0.964859437751004
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9819277108433735
relu,auto,24,entropy,1,0,1,0,0,1,0,1,1,0,1,1,0,0,19,adaptive,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9718875502008032
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,0,1,35,adaptive,46,sqrt,17,39,randomForestClassifier,3,4,sgd,distance,0.9789156626506024
relu,kd_tree,23,entropy,0,1,1,1,0,1,0,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,6,lbfgs,distance,0.9718875502008032
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,1,1,1,1,1,38,adaptive,76,auto,20,6,randomForestClassifier,5,6,lbfgs,uniform,0.9799196787148594
tanh,auto,20,entropy,1,0,1,1,0,0,0,0,0,0,0,0,0,1,35,adaptive,97,log2,20,38,randomForestClassifier,8,9,sgd,uniform,0.927710843373494
relu,brute,14,gini,0,1,1,0,0,0,1,1,0,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9407630522088354
tanh,brute,15,entropy,1,0,0,1,1,1,0,1,0,1,0,0,0,0,33,adaptive,46,log2,8,19,randomForestClassifier,3,4,lbfgs,uniform,0.9658634538152611
identity,ball_tree,15,gini,0,1,0,1,1,1,1,1,0,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,9,6,lbfgs,distance,0.9668674698795181
relu,auto,18,gini,0,1,1,1,1,0,1,1,0,0,1,1,1,0,27,constant,53,auto,9,3,kneighborsClassifier,1,5,lbfgs,distance,0.9678714859437751
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,0,1,0,1,0,27,constant,53,auto,9,3,kneighborsClassifier,1,5,lbfgs,distance,0.9859437751004017
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9839357429718876
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9829317269076305
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9819277108433735
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,1,1,1,1,1,38,adaptive,76,auto,20,6,randomForestClassifier,5,6,lbfgs,uniform,0.9799196787148594
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,0,1,35,adaptive,46,sqrt,17,39,randomForestClassifier,3,4,sgd,distance,0.9789156626506024
relu,kd_tree,23,entropy,0,1,1,1,0,1,0,1,1,0,1,1,0,1,7,adaptive,46,sqrt,17,39,randomForestClassifier,3,4,sgd,distance,0.9779116465863453
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,6,lbfgs,distance,0.9718875502008032
relu,auto,24,entropy,1,0,1,0,0,1,0,1,1,0,1,1,0,0,19,adaptive,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9718875502008032
relu,kd_tree,23,entropy,0,1,1,1,0,1,0,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,6,lbfgs,distance,0.9718875502008032
tanh,kd_tree,16,entropy,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9819277108433735
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9829317269076305
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9839357429718876
tanh,brute,10,entropy,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,20,6,randomForestClassifier,5,6,lbfgs,uniform,0.9728915662650602
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,0,1,1,0,1,35,adaptive,46,sqrt,17,39,randomForestClassifier,3,4,sgd,distance,0.9779116465863453
relu,auto,24,entropy,1,0,1,1,0,1,0,1,1,0,1,1,0,1,7,adaptive,46,sqrt,17,28,randomForestClassifier,3,4,sgd,distance,0.9839357429718876
relu,kd_tree,23,entropy,0,1,1,1,0,1,0,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,6,lbfgs,distance,0.9718875502008032
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,0,1,1,0,0,19,adaptive,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9728915662650602
relu,auto,24,entropy,1,0,1,0,0,1,0,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,6,lbfgs,distance,0.9939759036144579
relu,kd_tree,23,entropy,0,1,1,1,0,1,0,1,1,0,1,0,1,0,27,constant,53,auto,9,3,kneighborsClassifier,1,5,lbfgs,distance,0.9708835341365462
relu,auto,24,entropy,1,0,1,0,0,1,0,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,6,lbfgs,distance,0.9939759036144579
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,0,1,0,1,0,27,constant,53,auto,9,3,kneighborsClassifier,1,5,lbfgs,distance,0.9859437751004017
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9839357429718876
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9839357429718876
relu,auto,24,entropy,1,0,1,1,0,1,0,1,1,0,1,1,0,1,7,adaptive,46,sqrt,17,28,randomForestClassifier,3,4,sgd,distance,0.9839357429718876
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9829317269076305
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9829317269076305
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9819277108433735
tanh,kd_tree,16,entropy,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9819277108433735
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,1,1,1,1,1,38,adaptive,76,auto,20,6,randomForestClassifier,5,6,lbfgs,uniform,0.9799196787148594
relu,auto,24,entropy,1,0,1,0,0,1,0,1,1,0,1,0,1,0,27,constant,53,auto,13,3,kneighborsClassifier,1,5,lbfgs,distance,0.9919678714859438
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9819277108433735
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9839357429718876
relu,kd_tree,24,entropy,0,0,1,1,0,1,0,1,1,0,1,1,0,1,7,adaptive,46,sqrt,17,28,randomForestClassifier,3,4,sgd,distance,0.9789156626506024
relu,auto,24,entropy,1,0,1,1,0,1,0,1,1,0,1,1,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9809236947791165
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,0,1,0,1,0,19,invscaling,15,log2,3,5,kneighborsClassifier,8,6,sgd,uniform,0.9799196787148594
relu,auto,24,entropy,0,0,1,1,0,1,0,1,1,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9839357429718876
tanh,brute,16,entropy,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,4,6,randomForestClassifier,5,6,lbfgs,uniform,0.9819277108433735
tanh,kd_tree,16,gini,1,0,0,1,1,1,0,1,0,1,1,1,1,1,38,adaptive,76,auto,20,6,randomForestClassifier,5,6,lbfgs,uniform,0.9698795180722891
relu,brute,14,gini,0,1,1,0,0,0,1,1,1,1,1,0,1,0,17,invscaling,23,auto,2,33,kneighborsClassifier,3,10,lbfgs,distance,0.9718875502008032
