feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,1,4,nan,nan,NA,NA,0.7418181818181818,367.42575311660767
0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9927272727272727,373.08490467071533
0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,13,7,nan,nan,NA,NA,0.7763636363636364,379.0147387981415
1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,sqrt,8,5,nan,nan,NA,NA,0.9509090909090909,386.52262783050537
0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,6,14,nan,nan,NA,NA,0.9563636363636364,394.8088138103485
0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9872727272727273,400.5587103366852
0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,13,29,nan,nan,NA,NA,0.6072727272727273,406.17170882225037
0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,sqrt,7,19,nan,nan,NA,NA,0.9527272727272728,412.7314507961273
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,6,36,nan,nan,NA,NA,0.9254545454545454,419.18472027778625
0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,sqrt,12,21,nan,nan,NA,NA,0.9509090909090909,426.2087197303772
0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,sqrt,16,25,nan,nan,NA,NA,0.9436363636363636,433.33254957199097
0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,auto,11,13,nan,nan,NA,NA,0.6163636363636363,440.0324373245239
0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,sqrt,16,28,nan,nan,NA,NA,0.9345454545454546,447.49956369400024
0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9927272727272727,452.81816267967224
0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,52,auto,9,8,nan,nan,NA,NA,0.96,460.14492559432983
0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,auto,11,3,nan,nan,NA,NA,0.9145454545454546,467.4800624847412
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,auto,9,2,nan,nan,NA,NA,0.9527272727272728,474.76813673973083
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,sqrt,10,6,nan,nan,NA,NA,0.9381818181818182,482.02191042900085
0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,nnClassifier,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.025454545454545455,498.65296030044556
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,sqrt,20,24,nan,nan,NA,NA,0.9145454545454546,505.1556341648102
1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,94,sqrt,17,39,nan,nan,NA,NA,0.9327272727272727,512.2952079772949
0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,9,5,nan,nan,NA,NA,0.8163636363636364,519.7784235477448
0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,93,sqrt,13,34,nan,nan,NA,NA,0.9163636363636364,526.932101726532
1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,10,25,nan,nan,NA,NA,0.9472727272727273,533.9766097068787
1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,56,sqrt,13,18,nan,nan,NA,NA,0.9363636363636364,540.3364479541779
1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,7,12,nan,nan,NA,NA,0.74,546.9828369617462
1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,1,25,nan,nan,NA,NA,0.9145454545454546,552.9079961776733
1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,log2,1,26,nan,nan,NA,NA,0.9345454545454546,560.710608959198
1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9890909090909091,566.1494414806366
1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,log2,13,33,nan,nan,NA,NA,0.9309090909090909,573.6098825931549
1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,auto,13,6,nan,nan,NA,NA,0.9490909090909091,580.4661388397217
0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,4,37,nan,nan,NA,NA,0.9527272727272728,587.3034415245056
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,3,NA,distance,0.96,592.3592259883881
0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,18,38,nan,nan,NA,NA,0.9218181818181819,599.7374560832977
1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,30,log2,13,13,nan,nan,NA,NA,0.9490909090909091,606.3169319629669
1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,sqrt,13,3,nan,nan,NA,NA,0.9018181818181819,612.0549252033234
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,auto,15,9,nan,nan,NA,NA,0.9418181818181818,618.964554309845
0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,15,34,nan,nan,NA,NA,0.9181818181818182,626.5408403873444
0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,log2,5,5,nan,nan,NA,NA,0.6836363636363636,632.0564775466919
1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,4,2,nan,nan,NA,NA,0.9327272727272727,637.4221875667572
1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,auto,3,4,nan,nan,NA,NA,0.9636363636363636,644.7789747714996
0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,auto,13,29,nan,nan,NA,NA,0.9381818181818182,651.793114900589
1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,12,35,nan,nan,NA,NA,0.9290909090909091,657.6079149246216
1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,auto,3,4,nan,nan,NA,NA,0.9618181818181818,664.8560218811035
0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,6,14,nan,nan,NA,NA,0.9381818181818182,672.1113083362579
1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,log2,2,23,nan,nan,NA,NA,0.9509090909090909,678.908655166626
0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,sqrt,5,3,nan,nan,NA,NA,0.9581818181818181,685.7773015499115
0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,sqrt,14,17,nan,nan,NA,NA,0.9309090909090909,692.2418110370636
0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,auto,4,12,nan,nan,NA,NA,0.6509090909090909,697.4377534389496
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,log2,7,32,nan,nan,NA,NA,0.9218181818181819,702.9240646362305
1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,14,2,nan,nan,NA,NA,0.9272727272727272,708.5704700946808
1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,log2,2,36,nan,nan,NA,NA,0.9509090909090909,714.5324249267578
