activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,18,gini,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,30,invscaling,40,auto,5,24,nnClassifier,9,1,adam,distance,0.32051282051282054,209.30318193603307
relu,ball_tree,25,gini,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,36,constant,75,sqrt,14,11,kneighborsClassifier,8,1,adam,distance,0.9029304029304029,209.303277494153
relu,ball_tree,15,gini,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,13,constant,91,sqrt,12,21,nnClassifier,7,5,sgd,distance,0.30036630036630035,209.30333518306725
relu,ball_tree,25,entropy,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,34,invscaling,47,sqrt,13,12,nnClassifier,9,4,adam,uniform,0.11538461538461539,209.30339065217413
relu,ball_tree,21,entropy,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,23,invscaling,46,sqrt,12,11,nnClassifier,5,5,lbfgs,distance,0.0,209.3034468810074
relu,ball_tree,26,entropy,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,33,invscaling,42,sqrt,5,11,randomForestClassifier,3,1,adam,distance,0.9652014652014652,209.30350209004246
relu,ball_tree,18,entropy,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,21,constant,38,sqrt,6,23,kneighborsClassifier,8,2,lbfgs,uniform,0.826007326007326,209.3035572702065
relu,ball_tree,25,entropy,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,31,invscaling,84,sqrt,5,11,randomForestClassifier,9,1,lbfgs,uniform,0.9816849816849816,209.3036123290658
relu,ball_tree,24,gini,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,31,invscaling,96,auto,11,33,randomForestClassifier,9,1,sgd,distance,0.9358974358974359,209.30366685800254
relu,ball_tree,28,gini,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,19,invscaling,10,sqrt,6,22,randomForestClassifier,6,1,adam,uniform,0.8443223443223443,209.30372210708447
relu,auto,12,gini,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,12,invscaling,30,auto,5,32,kneighborsClassifier,7,2,adam,distance,0.8736263736263736,209.3037768062204
relu,auto,28,gini,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,19,invscaling,26,sqrt,7,27,kneighborsClassifier,9,5,sgd,distance,0.8846153846153846,209.30383104505017
relu,ball_tree,20,entropy,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,31,invscaling,84,sqrt,12,16,kneighborsClassifier,9,1,lbfgs,uniform,0.8516483516483516,209.30388490413316
relu,ball_tree,24,entropy,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,16,constant,21,sqrt,6,11,randomForestClassifier,10,2,lbfgs,distance,0.9725274725274725,209.30393916321918
relu,ball_tree,18,gini,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,34,invscaling,82,sqrt,11,9,randomForestClassifier,9,1,adam,uniform,0.9340659340659341,209.30399321205914
relu,ball_tree,12,gini,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,28,constant,83,sqrt,7,25,nnClassifier,8,6,sgd,distance,0.2692307692307692,209.30404751212336
relu,ball_tree,24,gini,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,24,invscaling,38,sqrt,5,14,randomForestClassifier,7,3,adam,distance,0.9175824175824175,209.30410274118185
relu,ball_tree,17,entropy,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,constant,63,auto,5,9,kneighborsClassifier,9,1,adam,distance,0.9139194139194139,209.30415725009516
relu,ball_tree,13,gini,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,20,invscaling,6,auto,4,6,nnClassifier,6,1,sgd,distance,0.27289377289377287,209.30421198904514
relu,auto,25,entropy,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,31,invscaling,17,auto,7,22,kneighborsClassifier,8,2,lbfgs,distance,0.9010989010989011,209.30427359812893
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,40,auto,9,20,nnClassifier,5,2,adam,distance,0.31868131868131866,389.55227316799574
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,74,auto,10,12,nnClassifier,4,2,adam,distance,0.8864468864468864,389.5523524361197
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,87,auto,8,17,nnClassifier,6,1,adam,distance,0.3076923076923077,389.55240867612883
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,43,auto,9,13,nnClassifier,8,1,adam,distance,0.31868131868131866,389.55246409517713
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,43,auto,8,10,nnClassifier,4,1,adam,distance,0.31684981684981683,389.5525183239952
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,44,auto,6,11,nnClassifier,3,1,adam,distance,0.9926739926739927,389.55257236305624
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,41,auto,7,19,nnClassifier,7,1,adam,distance,0.847985347985348,389.55262655206025
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,80,auto,5,11,nnClassifier,5,1,adam,distance,0.9816849816849816,389.55268088099547
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,92,auto,7,29,nnClassifier,5,1,adam,distance,0.9926739926739927,389.5527350201737
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,14,auto,4,19,nnClassifier,3,1,adam,distance,0.9908424908424909,389.5527891390957
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,34,auto,5,28,nnClassifier,3,1,adam,distance,0.8846153846153846,389.5528429981787
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,30,auto,4,23,nnClassifier,6,1,adam,distance,0.8827838827838828,389.5528961981181
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,80,auto,8,12,nnClassifier,5,1,adam,distance,0.8974358974358975,389.5529498171527
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,25,auto,4,11,nnClassifier,6,1,adam,distance,0.9926739926739927,389.5530032461975
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,78,auto,7,13,nnClassifier,5,1,adam,distance,0.9853479853479854,389.55305718514137
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,79,auto,5,21,nnClassifier,5,3,adam,distance,0.315018315018315,389.5531108141877
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,42,auto,3,12,nnClassifier,5,1,adam,distance,0.9926739926739927,389.55316498316824
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,59,auto,5,8,nnClassifier,6,4,adam,distance,0.8901098901098901,389.5532187120989
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,10,auto,8,9,nnClassifier,5,3,adam,distance,0.1794871794871795,389.55328080104664
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,19,auto,6,18,nnClassifier,4,2,adam,distance,0.8663003663003663,389.5533351399936
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,37,auto,8,16,nnClassifier,3,1,adam,distance,0.31135531135531136,892.7784003540874
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,constant,70,auto,14,12,nnClassifier,4,2,adam,distance,0.30952380952380953,892.7784792121965
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,83,auto,4,15,nnClassifier,3,1,adam,distance,0.31135531135531136,892.7785398021806
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,41,auto,10,13,nnClassifier,4,3,adam,distance,0.31868131868131866,892.778594820993
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,44,auto,5,11,nnClassifier,3,5,adam,distance,0.31135531135531136,892.7786491301376
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,41,auto,4,11,nnClassifier,3,1,adam,distance,0.3241758241758242,892.7787039391696
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,42,auto,5,15,nnClassifier,3,1,adam,distance,0.304029304029304,892.7787583880126
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,76,auto,5,11,nnClassifier,9,1,adam,distance,0.29853479853479853,892.7788240772206
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,88,auto,7,25,nnClassifier,5,1,adam,distance,0.3076923076923077,892.7788785460871
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,18,auto,6,15,nnClassifier,6,1,adam,distance,0.315018315018315,892.7789329150692
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,38,auto,5,24,nnClassifier,6,1,adam,distance,0.31684981684981683,892.7789871841669
relu,auto,32,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,31,auto,4,26,nnClassifier,5,5,adam,distance,0.315018315018315,892.7790417431388
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,76,auto,7,9,nnClassifier,3,1,adam,distance,0.3076923076923077,892.7790963822044
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,29,auto,7,11,nnClassifier,6,1,adam,distance,0.3131868131868132,892.7791507621296
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,74,auto,7,11,nnClassifier,2,1,adam,distance,0.31135531135531136,892.7792053110898
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,75,auto,4,20,nnClassifier,1,3,adam,distance,0.3058608058608059,892.7792680000421
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,38,auto,6,12,nnClassifier,5,2,adam,distance,0.29853479853479853,892.779322409071
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,55,auto,5,7,nnClassifier,5,5,adam,distance,0.31135531135531136,892.7793766180985
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,14,auto,7,13,nnClassifier,2,1,adam,distance,0.315018315018315,892.779430607101
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,23,auto,6,18,nnClassifier,8,1,adam,distance,0.315018315018315,892.7794838661794
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,35,auto,4,18,nnClassifier,4,4,adam,distance,0.32051282051282054,1350.791161209112
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,66,auto,10,13,nnClassifier,5,1,adam,distance,0.30952380952380953,1350.7912412681617
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,79,auto,4,11,nnClassifier,2,1,adam,distance,0.315018315018315,1350.7913079671562
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,45,auto,11,10,nnClassifier,7,3,adam,distance,0.315018315018315,1350.79136406607
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,44,auto,4,11,nnClassifier,6,1,adam,distance,0.315018315018315,1350.7914191151503
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,41,auto,6,11,nnClassifier,3,1,adam,distance,0.315018315018315,1350.791473864112
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,42,auto,5,17,nnClassifier,7,3,adam,distance,0.315018315018315,1350.7915282130707
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,72,auto,5,11,nnClassifier,5,1,adam,distance,0.3131868131868132,1350.7915826130193
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,84,auto,7,21,nnClassifier,6,1,adam,distance,0.3076923076923077,1350.7916370520834
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,22,auto,6,11,nnClassifier,2,1,adam,distance,0.3058608058608059,1350.791691181017
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,34,auto,5,20,nnClassifier,8,2,adam,distance,0.3131868131868132,1350.7917451700196
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,35,auto,8,22,nnClassifier,4,4,adam,distance,0.30952380952380953,1350.791799269151
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,72,auto,11,13,nnClassifier,7,1,adam,distance,0.31868131868131866,1350.79185323813
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,33,auto,5,11,nnClassifier,2,1,adam,distance,0.3131868131868132,1350.791907497216
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,70,auto,10,7,nnClassifier,6,1,adam,distance,0.32234432234432236,1350.791961506009
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,71,auto,4,16,nnClassifier,2,1,adam,distance,0.358974358974359,1350.7920159162022
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,39,auto,6,11,nnClassifier,8,3,adam,distance,0.315018315018315,1350.7920698851813
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,51,auto,5,6,nnClassifier,9,1,adam,distance,0.304029304029304,1350.792124084197
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,18,auto,6,11,nnClassifier,2,1,adam,distance,0.326007326007326,1350.7921785730869
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,19,auto,7,22,nnClassifier,7,1,adam,distance,0.32051282051282054,1350.7922326920088
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,39,auto,8,20,nnClassifier,8,1,adam,distance,0.31135531135531136,1831.177207048051
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,constant,62,auto,14,10,nnClassifier,5,1,adam,distance,0.315018315018315,1831.1772898361087
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,75,auto,4,9,nnClassifier,3,1,adam,distance,0.31684981684981683,1831.177346616052
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,45,auto,7,13,nnClassifier,6,1,adam,distance,0.315018315018315,1831.1774014350958
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,42,auto,8,11,nnClassifier,2,5,adam,distance,0.3131868131868132,1831.1774558641482
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,45,auto,6,11,nnClassifier,3,1,adam,distance,0.31135531135531136,1831.1775098331273
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,41,auto,5,13,nnClassifier,6,1,adam,distance,0.3021978021978022,1831.1775637220126
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,76,auto,5,11,nnClassifier,2,1,adam,distance,0.29853479853479853,1831.1776175810955
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,81,auto,8,17,nnClassifier,7,1,adam,distance,0.31868131868131866,1831.177671500016
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,18,auto,5,13,nnClassifier,5,1,adam,distance,0.31684981684981683,1831.177725539077
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,38,auto,5,19,nnClassifier,4,1,adam,distance,0.32967032967032966,1831.1777795981616
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,31,auto,10,18,nnClassifier,6,7,adam,distance,0.30952380952380953,1831.1778336581774
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,76,auto,8,14,nnClassifier,8,1,adam,distance,0.304029304029304,1831.177888086997
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,37,auto,5,11,nnClassifier,2,2,adam,distance,0.3315018315018315,1831.177942126058
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,66,auto,11,11,nnClassifier,5,1,adam,distance,0.3131868131868132,1831.1779961551074
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,73,auto,4,17,nnClassifier,3,1,adam,distance,0.31684981684981683,1831.1780500041787
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,43,auto,5,11,nnClassifier,5,1,adam,distance,0.31868131868131866,1831.1781042031944
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,55,auto,5,10,nnClassifier,5,1,adam,distance,0.31868131868131866,1831.1781580920797
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,22,auto,5,14,nnClassifier,3,1,adam,distance,0.32234432234432236,1831.178212231025
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,23,auto,6,18,nnClassifier,5,3,adam,distance,0.3076923076923077,1831.178283770103
